40	23359.6
80	22928.1
120	22232.4
320	21954
520	21574
560	21339
600	20524.6
1000	20466.6
1040	20141.6
1720	19823.9
2400	19053.5
3000	18870
3240	18850
3480	18671.3
3520	17887.4
3760	17252.6
3840	17246.9
3880	17028.8
4320	17002.1
4800	16931.1
6160	16925.4
